ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,NORTHING,EASTING,ENGLISH ADDRESS,中文地址,TELEPHONE,FAX NUMBER,OPENING HOURS,EMAIL ADDRESS,WEBSITE
Aided Primary Schools,資助小學,LOK SIN TONG LEUNG KAU KUI PRI SCH,樂善堂梁銶琚學校,834940,817949,"ESTATE PRIMARY SCHOOL TIN SHUI ESTATE, PHASE IV TIN SHUI WAI, YUEN LONG NEW TERRITORIES",新界元朗天水圍第四期天瑞?屋?小學校舍,24486022,24478359,,,http://www.lst-lkkps.edu.hk/
Aided Primary Schools,資助小學,SKH FUNG KEI PRIMARY SCHOOL,聖公會奉基小學,818425,837764,WHAMPOA GARDEN 4 TAK TING STREET HUNG HOM KOWLOON,九龍紅磡德定街4號黃埔花園,27648909,23622953,,,http://www.fungkei.edu.hk/
Aided Primary Schools,資助小學,CANOSSA PRIMARY SCHOOL (SAN PO KONG),嘉諾撒小學(新蒲崗),821993,838859,9 CHOI YEE LANE SAN PO KONG KOWLOON,九龍新蒲崗彩頤里9號,23238883,23236665,,,http://www.cps.edu.hk/
Aided Primary Schools,資助小學,PO KOK BRANCH SCHOOL,寶覺分校,832315,817958.8,"55 TAN KWAI TSUEN ROAD HUNG SHUI KIU, YUEN LONG NEW TERRITORIES",新界元朗洪水橋丹桂村路55號,24762258,24746894,,,http://www.pokokbs.edu.hk/
Aided Primary Schools,資助小學,LOK SIN TONG PRIMARY SCHOOL,樂善堂小學,821252,837649,63 LUNG KONG ROAD KOWLOON CITY KOWLOON,九龍九龍城龍崗道63號,23823221,27180524,,,http://www.lstps.edu.hk
Aided Primary Schools,資助小學,SKH KA FUK WING CHUN PRIMARY SCHOOL,聖公會嘉福榮真小學,839311,831954,"PRIMARY SCHOOL, KA FUK ESTATE FANLING NEW TERRITORIES",新界粉嶺嘉福?小學校舍,29476888,29473838,,,http://www.skhkfwc.edu.hk
Aided Primary Schools,資助小學,LOK SIN TONG LEUNG WONG WAI FONG MEM SCH,樂善堂梁黃蕙芳紀念學校,828572,814303,SHAN KING ESTATE AREA 7 & 8 TUEN MUN NEW TERRITORIES,新界屯門第7及第8區山景?,24666712,24541756,,,http://www.lstlwwf.edu.hk
Aided Primary Schools,資助小學,GCC&ITKD CHEONG WONG WAI PRI SCH,東莞工商總會張煌偉小學,825833,836607,SUN CHUI ESTATE SHATIN NEW TERRITORIES,新界沙田新翠?,26992566,26020490,,,http://www.cwwps.edu.hk
Aided Primary Schools,資助小學,STEWARDS POOI KEI PRIMARY SCHOOL,培基小學,828988,838442,LOK HA SQUARE FO TAN SHATIN NEW TERRITORIES,新界沙田火炭樂霞坊,26025353,26973808,,,http://www.pooikei.edu.hk/
Aided Primary Schools,資助小學,HOP YAT CHURCH SCHOOL,合一堂學校,820167.4,836524.1,7 PRINCESS MARGARET ROAD & 6 PERTH STREET HOMANTIN KOWLOON,九龍何文田巴富街6號及公主道七號,27112440,27142465,,,http://www.hycs.edu.hk
Aided Primary Schools,資助小學,CHO YIU CATHOLIC PRIMARY SCHOOL,祖堯天主教小學,822983,831366,CHO YIU CHUEN NO. 10 KING CHO ROAD KWAI CHUNG NEW TERRITORIES,新界葵涌敬祖路10號祖堯?,27423701,27423704,,,http://www.choyiu.edu.hk
Aided Primary Schools,資助小學,"ALLIANCE PRIMARY SCHOOL, TAI HANG TUNG",大坑東宣道小學,821338,835578,13 & 23 TONG YAM STREET TAI HANG TUNG KOWLOON,九龍大坑東棠蔭街十三及廿三號﹝不包括G07室﹞,27778949,27761585,,,http://www.apstht.edu.hk
Aided Primary Schools,資助小學,SHA TIN METHODIST PRIMARY SCHOOL,沙田循道衛理小學,826775,840157,KWONG YUEN ESTATE SHATIN NEW TERRITORIES,新界沙田廣源?,26366533,26494329,,,http://www.smps.edu.hk
Aided Primary Schools,資助小學,FUNG KAI INNOVATIVE SCHOOL,鳳溪創新小學,841252,831255,19A JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES,新界上水馬會道19號A,26392201,26727090,,,http://www.fkis.edu.hk
Aided Primary Schools,資助小學,MARYKNOLL FATHERS' SCHOOL (PRIMARY SECTION),瑪利諾神父教會學校(小學部),821377,833067,11 HOI LAI STREET SHAM SHUI PO KOWLOON,九龍深水?海麗街11號,"2778 8235, 2778 8290",2776 1744,,,http://mfp.hkcampus.net/
Aided Primary Schools,資助小學,BUDDHIST CHI KING PRIMARY SCHOOL,佛教慈敬學校,820970,839387,12 KAI LAI ROAD KOWLOON BAY KOWLOON,九龍九龍灣?禮道12號,27597722,27507448,,,http://www.bckps.edu.hk
Aided Primary Schools,資助小學,ST PAUL'S PRIMARY CATHOLIC SCHOOL (A.M.),聖保祿天主教小學(上午),814908,837050,"81A, WONG NAI CHUNG ROAD HAPPY VALLEY HONG KONG",香港跑馬地黃泥涌道81A號,25763181,28824530,,,http://www.sppcs.edu.hk
Aided Primary Schools,資助小學,LKWFS LAU TAK YUNG MEMORIAL PRI SCH,世界龍岡學校劉德容紀念小學,825996,814811,STANDARD PRIMARY SCHOOL 263 WU CHUI ROAD TUEN MUN NEW TERRITORIES,新界屯門湖翠路263號標準小學,24045333,26183123,,,http://www.ltyschool.edu.hk
Aided Primary Schools,資助小學,TWGH LEO TUNG-HAI LEE PRIMARY SCHOOL,東華三院李東海小學,835644,817548,"AREA 30, TIN SHUI WAI YUEN LONG NEW TERRITORIES",新界元朗天水圍第三十區,24461188,24482332,,,http://www.twghlthlp.edu.hk/
Aided Primary Schools,資助小學,CCC KEI TSZ PRIMARY SCHOOL,中華基督教會基慈小學,823447,838298,152 TSZ WAN SHAN ROAD KOWLOON,九龍慈雲山道152號,23225122,23286489,,,http://www.keitsz.edu.hk
Aided Primary Schools,資助小學,ISLAMIC PRIMARY SCHOOL,伊斯蘭學校,827732,815199,ESTATE PRIMARY SCHOOL NO. 1 YAU OI ESTATE PHASE 1A TUEN MUN NEW TERRITORIES,新界屯門友愛?第1期A屋?第1小學,24502270,26186424,,,http://www.islamps.edu.hk/
Aided Primary Schools,資助小學,SHA TIN WAI DR. CATHERINE F. WOO MEMORIAL SCHOOL,沙田圍胡素貞博士紀念學校,826262,837735,2 JAT MIN CHUEN STREET SHATIN NEW TERRITORIES (EXCLUDING 1/F STORE ROOM),新界沙田乙明?街2號(1樓儲物室除外),2830 2600,2808 0090,,,http://www.dcfwms.net
Aided Primary Schools,資助小學,HONG KONG TAOIST ASSOCIATION WUN TSUEN SCHOOL,香港道教聯合會雲泉學校,820054,840476,UPPER NGAU TAU KOK ESTATE ON SHIN ROAD KOWLOON,九龍安善道牛頭角上?,"27570854, 27574884",23313420,,,http://www.hktawts.edu.hk
Aided Primary Schools,資助小學,HK ENG CLANSMAN ASSN WU SI CHONG MEM SCH,僑港伍氏宗親會伍時暢紀念學校,829695,814991,ESTATE PRIMARY SCHOOL KIN SANG ESTATE TUEN MUN NEW TERRITORIES,新界屯門建生?屋?小學校舍,24544122,24643718,,,http://www.wusichong.edu.hk
Aided Primary Schools,資助小學,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,天主教聖安德肋小學,818372,843676,30 CHUI LING ROAD TSEUNG KWAN O NEW TERRITORIES,新界將軍澳翠嶺路30號,22463313,22463535,,,http://www.sacps.edu.hk
Aided Primary Schools,資助小學,SA ANN WYLLIE MEMORIAL PRIMARY SCHOOL,救世軍韋理夫人紀念學校,815256,842603,100 SHING TAI ROAD HENG FA CHUEN HONG KONG,香港杏花?盛泰道100號,25582111,28984377,,,http://www.annwyllie.edu.hk
Aided Primary Schools,資助小學,PLK G & S ES PERSHING TSANG SCHOOL,保良局金銀業貿易場張凝文學校,815154,837120,2 LINK ROAD CAUSEWAY BAY HONG KONG,香港銅鑼灣連道2號,28908131,28824516,,,http://www.plkgspts.edu.hk
Aided Primary Schools,資助小學,ASSEMBLY OF GOD LEUNG SING TAK PRI SCH,基督教神召會梁省德小學,819448,845319,2 MAN KUK LANE TSEUNG KWAN O NEW TERRITORIES,新界將軍澳文曲里2號,21911929,21911611,,,http://www.lsttko.edu.hk/
Aided Primary Schools,資助小學,CHUNG SING SCHOOL,鐘聲學校,834356,821483,29 KAU HUI ROAD YUEN LONG NEW TERRITORIES,新界元朗舊墟路29號,24762505,24701798,,,http://www.chungsing.edu.hk
Aided Primary Schools,資助小學,SHEK LEI ST. JOHN'S CATHOLIC PRIMARY SCHOOL,石籬聖若望天主教小學,825563,832527,99 TAI PAK TIN STREET KWAI CHUNG NEW TERRITORIES,新界葵涌大白田街99號,35950036,35950163,,,http://www.slsj.edu.hk
Aided Primary Schools,資助小學,YUEN LONG LONG PING ESTATE WAI CHOW SCH,元朗朗屏?惠州學校,834479,820644,PHASE II LONG PING ESTATE YUEN LONG NEW TERRITORIES,新界元朗朗屏?第二期,24763903,24786563,,,http://www.hzit.edu.hk/
Aided Primary Schools,資助小學,SKH CHING SHAN PRIMARY SCHOOL,聖公會靜山小學,821901,839184,3 LUK LAU AVENUE CHOI HUNG ESTATE KOWLOON,九龍彩虹?綠柳路3號,"23276286, 23204931",23277104,,,http://www.skhcs.edu.hk
Aided Primary Schools,資助小學,HO LAP PRI SCH (SPSD BY SIK SIK YUEN),嗇色園主辦可立小學,823126.6,838487.3,TSZ LOK ESTATE PHASE II TSZ WAN SHAN WONG TAI SIN KOWLOON,九龍黃大仙慈雲山慈樂?第二期,23216003,23217710,,,http://www.holap-p.edu.hk/
Aided Primary Schools,資助小學,HO YU COLL & PRI (SPON BY SIK SIK YUEN),嗇色園主辦可譽中學暨可譽小學,817187,812925,"4-6, KIN TUNG ROAD TUNG CHUNG NEW TERRITORIES",新界東涌健東路4–6號,21091001,21092002,,,http://www.hoyu.edu.hk
Aided Primary Schools,資助小學,S.K.H. CHAI WAN ST. MICHAEL'S PRI SCH,聖公會柴灣聖米迦勒小學,814056.6,843114.6,380 CHAI WAN ROAD CHAI WAN HONG KONG,香港柴灣柴灣道380號,31028101,31022023,,,http://www.skhcwsms.edu.hk
Aided Primary Schools,資助小學,SKH YAT SAU PRIMARY SCHOOL,聖公會日修小學,821917,839167,CHOI HUNG ESTATE 1 LUK LAU AVENUE WONG TAI SIN KOWLOON,九龍黃大仙綠柳路1號彩虹?,23204932,23270465,,,http://www.yatsau.edu.hk/
Aided Primary Schools,資助小學,HKCWC HIOE TJO YOENG PRI SCH,香港中國婦女會丘佐榮學校,815683.8,841025.5,61 SAI WAN HO STREET SHAUKIWAN HONG KONG,香港筲箕灣西灣河街61號,25602051,25689445,,,http://www.hkcwc-htyps.edu.hk
Aided Primary Schools,資助小學,THE ELCHK FAITH LUTHERAN SCHOOL,基督教香港信義會深信學校,821817,835071,8 PUI TAK STREET SHEK KIP MEI KOWLOON,九龍石硤尾培德街8號,27790106,27761743,,,http://www.fls.edu.hk
Aided Primary Schools,資助小學,FSFTF FONG SHU CHUEN PRI SCH,方樹福堂基金方樹泉小學,838126,832593,WAH MING ESTATE PHASE II FANLING NEW TERRITORIES,新界粉嶺華明?第二期,27082211,27082882,,,http://www.fsc.edu.hk
Aided Primary Schools,資助小學,ST MATTHEW'S LUTHERAN SCH (SAU MAU PING),路德會聖馬太學校(秀茂坪),819754,842104,123 SAU MING ROAD SAU MAU PING KWUN TONG KOWLOON,九龍觀塘秀茂坪秀明道123號,27723797,27723779,,,http://www.smssmp.edu.hk
Aided Primary Schools,資助小學,TOI SHAN ASSOCIATION PRIMARY SCHOOL,台山商會學校,829159,815161,14 SHEK PAI TAU ROAD TUEN MUN NEW TERRITORIES,新界屯門石排頭路14號,24622866,24693274,,,http://www.ts.edu.hk
Aided Primary Schools,資助小學,HKRSS TUEN MUN PRIMARY SCHOOL,香港紅卍字會屯門卍慈小學,829432,814085,LEUNG KING ESTATE AREA 1 TUEN MUN NEW TERRITORIES,新界屯門一區良景?,24611968,24632537,,,http://www.hkrsstmps.edu.hk
Aided Primary Schools,資助小學,TSING YI TRADE ASSOCIATION PRI SCH,青衣商會小學,823356,828763,12 CHING HONG ROAD CHEUNG HONG ESTATE TSING YI NEW TERRITORIES,新界青衣長康?青康路12號,24979288,24970140,,,http://www.tytaps.edu.hk/
Aided Primary Schools,資助小學,SKH TIN WAN CHI NAM PRIMARY SCHOOL,聖公會田灣始南小學,812563,833613,TIN WAN ABERDEEN HONG KONG,香港香港仔田灣,25508326,25518258,,,http://www.tcn.edu.hk
Aided Primary Schools,資助小學,SHANGHAI ALUMNI PRIMARY SCHOOL,滬江小學,815861.3,840256.9,14 HONG SHING STREET KORNHILL QUARRY BAY HONG KONG,香港?魚涌康怡花園康盛街14號,28844775,25398088,,,http://www.sap.edu.hk
Aided Primary Schools,資助小學,IMMACULATE HEART OF MARY SCHOOL,聖母無玷聖心學校,825746,836175,1 MEI TIN ROAD TAI WAI SHA TIN NEW TERRITORIES,新界沙田大圍美田路1號,26912171,26021110,,,
Aided Primary Schools,資助小學,STFA LEUNG KIT WAH PRIMARY SCHOOL,順德聯誼總會梁潔華小學,820495,844453,2 MAU TAI ROAD TSEUNG KWAN O NEW TERRITORIES,新界將軍澳貿泰路2號,26233628,26233618,,,http://www.lkw.edu.hk
Aided Primary Schools,資助小學,MARYKNOLL CONVENT SCH (PRI SECT),瑪利諾修院學校(小學部),820949,836494,130 WATERLOO ROAD KOWLOON CITY KOWLOON,九龍九龍城窩打老道130號,23360611,23363154,,,http://www.mcsps.edu.hk/
Aided Primary Schools,資助小學,CCC KEI FAAT PRIMARY SCHOOL,中華基督教會基法小學,819275,841485,34 YUET WAH STREET KWUN TONG KOWLOON,九龍觀塘月華街34號,23418088,23424326,,,http://www.kfp.edu.hk
Aided Primary Schools,資助小學,CUMBERLAND PRESBY CHURCH YAO DAO PRI SCH,金巴崙長老會耀道小學,836017,818064,AREA 102 TIN SHUI WAI PHASE 5 (SCHOOL 3) YUEN LONG NEW TERRITORIES,新界元朗天水圍102區第五期(第三學校),26177926,26177901,,,http://www.cpcyd.edu.hk/
Aided Primary Schools,資助小學,CCC CHUEN YUEN FIRST PRI SCHOOL,中華基督教會全完第一小學,825682,829880,6-8 TAI UK STREET TSUEN WAN NEW TERRITORIES,新界荃灣大屋街6-8號,24900336,24158627,,,http://www.chuenyuenfirst.edu.hk
Aided Primary Schools,資助小學,PRICE MEMORIAL CATHOLIC PRIMARY SCHOOL,天主教博智小學,822760,837333,TIN MA COURT 53 CHUK YUEN ROAD WONG TAI SIN KOWLOON,九龍黃大仙竹園道53號天馬苑,23288033,23202604,,,http://www.pmcps.edu.hk
Aided Primary Schools,資助小學,SKH KEI WING PRIMARY SCHOOL,聖公會基榮小學,820373,835349,23 LAI CHI KOK ROAD TAI KOK TSUI KOWLOON,九龍大角咀荔枝角道23號,23800349,23811768,,,http://www.skhkwps.edu.hk
Aided Primary Schools,資助小學,SKH KEI HIN PRIMARY SCHOOL,聖公會基顯小學,819892,840435,UPPER NGAU TAU KOK ESTATE KWUN TONG KOWLOON,九龍觀塘牛頭角上?,27507771,27951274,,,http://www.skhkeihin.edu.hk
Aided Primary Schools,資助小學,PRECIOUS BLOOD PRIMARY SCHOOL,寶血小學,814167,837417,72 SING WOO ROAD HAPPY VALLEY HONG KONG,香港跑馬地成和道72號,25723851,25724421,,,http://www.preciousbloodhv.edu.hk
Aided Primary Schools,資助小學,LAM TIN METHODIST PRIMARY SCHOOL,藍田循道衛理小學,818685,842462,"ON TIN STREET PING TIN ESTATE LAM TIN, KWUN TONG KOWLOON",九龍觀塘藍田平田?安田街,23461033,23496346,,,http://www.ltmps.edu.hk
Aided Primary Schools,資助小學,SSP KAIFONG WELFARE ASSN PRI SCH,深水埔街坊福利會小學,820938.7,835043.8,2/F - 5/F 88 YU CHAU STREET SHAMSHUIPO KOWLOON,九龍深水?汝州街88號3-6樓,"23819504, 23816909",23914112,,,http://www.sspkw.edu.hk
Aided Primary Schools,資助小學,THE LITTLE FLOWER'S CATHOLIC PRIMARY SCH,天主教聖華學校,827402,838010,WO CHE ESTATE SHATIN NEW TERRITORIES,新界沙田禾輋?,26924593,26013291,,,http://www.littleflowerschool.edu.hk
Aided Primary Schools,資助小學,KING'S COLL OLD BOYS' ASSN PRI SCH,英皇書院同學會小學,816067,833501,58 BRIDGES STREET HONG KONG,香港必列者士街58號,25477468,25405634,,,http://www.kcobaps1.edu.hk
Aided Primary Schools,資助小學,MARY OF PROVIDENCE PRIMARY SCHOOL,天佑小學,825456,830018,68 HO PUI STREET TSUEN WAN NEW TERRITORIES,新界荃灣河背街六十八號,24922929,24906498,,,http://www.mpschool.edu.hk
Aided Primary Schools,資助小學,CANOSSA SCHOOL (HONG KONG),香港嘉諾撒學校,816664.7,839813.5,8 HOI CHAK STREET QUARRY BAY HONG KONG,香港?魚涌海澤街8號,25610115,25627840,,,http://www.canossahk.edu.hk
Aided Primary Schools,資助小學,CCC HEEP WOH PRI SCH (CHEUNG SHA WAN),中華基督教會協和小學(長沙灣),821729,834320,18 TONKIN STREET SHAM SHUI PO KOWLOON,九龍深水?東京街18號,21119099,21119826,,,http://www.heepwoham.edu.hk
Aided Primary Schools,資助小學,PUI TAK CANOSSIAN PRIMARY SCHOOL,嘉諾撒培德學校,812270,834094,180 ABERDEEN MAIN ROAD ABERDEEN HONG KONG,香港香港仔香港仔大道180號,25529529,25521603,,,http://www.ptcps.edu.hk
Aided Primary Schools,資助小學,DIOCESAN PREPARATORY SCHOOL,拔萃小學,821129.1,836487.3,1 & 3 CHESTER ROAD KOWLOON TONG KOWLOON,九龍九龍塘志士達道一及三號,23361448,23367854,,,http://www.dps.edu.hk/
Aided Primary Schools,資助小學,YAN TAK CATHOLIC PRIMARY SCHOOL,仁德天主教小學,826352,814317,"ESTATE PRIMARY SCHOOL NO 2 PHASE II, BUTTERFLY ESTATE TUEN MUN NEW TERRITORIES",新界屯門蝴蝶?第二期屋?小學第二校舍,24636171,24663660,,,http://www.yantak.edu.hk
Aided Primary Schools,資助小學,TSEUNG KWAN O METHODIST PRIMARY SCHOOL,將軍澳循道衛理小學,818485,845023,15 TONG CHUN STREET TSEUNG KWAN O NEW TERRITORIES,新界將軍澳唐俊街15號,27060770,27062207,,,http://www.tkomps.edu.hk
Aided Primary Schools,資助小學,FUNG KAI LIU YUN-SUM MEMORIAL SCHOOL,鳳溪廖潤琛紀念學校,838262,832473,WAH MING ESTATE PHASE I FANLING NEW TERRITORIES,新界粉嶺華明?第一期,26772311,26757241,,,http://www.lys.fungkai.edu.hk/
Aided Primary Schools,資助小學,TWGH WONG SEE SUM PRIMARY SCHOOL,東華三院黃士心小學,824724,828541,CHEUNG ON ESTATE TSING YI NEW TERRITORIES,新界青衣長安?,24978784,24352947,,,http://wss.hkcampus.net
Aided Primary Schools,資助小學,ENDEAVR LEUNG LEE SAU YU MEM PRI SCH,勵志會梁李秀娛紀念小學,815301,841429,"YIU TUNG ESTATE, PHASE 4 SHAUKIWAN EAST HONG KONG",香港筲箕灣東耀東?第四期,29679622,28843277,,,http://www.llsy.edu.hk
Aided Primary Schools,資助小學,SAI KUNG CENTRAL LEE SIU YAM MEM SCH,西貢中心李少欽紀念學校,827254,846515,18 WAI MAN ROAD SAI KUNG NEW TERRITORIES,新界西貢惠民路18號,27916681,27917656,,,http://www.lsy.edu.hk/
Aided Primary Schools,資助小學,QES OLD STUDENTS' ASSN BRANCH PRI SCH,伊利沙伯中學舊生會小學分校,834231,818340,"AREA 3, PHASE 4 TIN SHUI WAI YUEN LONG NEW TERRITORIES",新界元朗天水圍三區第四期,24478686,26174488,,,http://www.bps.qesosa.edu.hk/
Aided Primary Schools,資助小學,STFA LEE KAM PRIMARY SCHOOL,順德聯誼總會李金小學,826124,817641,23 SO KWUN WAT ROAD TUEN MUN NEW TERRITORIES,新界屯門掃管笏路23號,,,,,
Aided Primary Schools,資助小學,TSEUNG KWAN O CATHOLIC PRIMARY SCHOOL,將軍澳天主教小學,818832,844576,6 TONG YIN STREET TSEUNG KWAN O NEW TERRITORIES,新界將軍澳唐賢街六號,26235679,26237267,,,http://www.tkocps.edu.hk
Aided Primary Schools,資助小學,BAPTIST LUI MING CHOI PRIMARY SCHOOL,浸信會呂明才小學,827630,838886,2 TAK WING STREET CITY ONE SHATIN NEW TERRITORIES,新界沙田第一城得榮街2號,26483132,26480533,,,http://www.baptist-lmc-primary.edu.hk
Aided Primary Schools,資助小學,LOK SIN TONG LAU TAK PRIMARY SCHOOL,樂善堂劉德學校,820854,844449,PO LAM ESTATE TSEUNG KWAN O NEW TERRITORIES,新界將軍澳寶林?,27013072,27016203,,,http://www.lautak.edu.hk
Aided Primary Schools,資助小學,HOLY ANGELS CANOSSIAN SCHOOL,天神嘉諾撒學校,819071,837237,21 HOK YUEN STREET HUNG HOM KOWLOON,九龍紅磡鶴園街21號,23624448,23646665,,,http://www.hacs.edu.hk
Aided Primary Schools,資助小學,BAPTIST RAINBOW PRIMARY SCHOOL,浸信會天虹小學,822844,837594,CHUK YUEN SOUTH ESTATE WONG TAI SIN KOWLOON,九龍黃大仙竹園南?,23287971,23227419,,,http://www.rainbow.edu.hk
Aided Primary Schools,資助小學,CHRISTIAN ALLIANCE T S H C CHAN PRI SCH,香港九龍塘基督教中華宣道會台山陳元喜小學,831236,841316,"CHUNG ON ESTATE, MA ON SHAN SHATIN NEW TERRITORIES",新界沙田馬鞍山頌安?,26339277,26339080,,,http://www.catshcc.edu.hk
Aided Primary Schools,資助小學,SKH FUNG KEI MILLENNIUM PRI SCH,聖公會奉基千禧小學,818386,837750,2 TAK TING STREET WHAMPOA GRADEN KOWLOON,九龍黃埔花園德定街2號,"23627123, 23627229",23637898,,,http://www.fkmps.edu.hk/
Aided Primary Schools,資助小學,QES OLD STUDENTS' ASSOCIATION PRI SCH,伊利沙伯中學舊生會小學,834396,818518,"ESTATE PRIMARY SCHOOL TIN YIU ESTATE, PHASE I TIN SHUI WAI NEW TERRITORIES",新界天水圍天耀?第一期屋?小學,24480883,24480997,,,http://www.qesosaps.edu.hk
Aided Primary Schools,資助小學,SKH ST PETER'S PRIMARY SCHOOL (A.M.),聖公會聖彼得小學(上午),816150,832020,88 HILL ROAD HONG KONG,香港山道88號,25462624,28587052,,,http://www.stpeterschool.edu.hk
Aided Primary Schools,資助小學,SKH KEI TAK PRIMARY SCHOOL,聖公會基德小學,822000,838080,TAI SHING STREET WONG TAI SIN KOWLOON,九龍黃大仙大成街,23203077,23202449,,,http://www.skhkt.edu.hk
Aided Primary Schools,資助小學,CCC BUT SAN PRIMARY SCHOOL,中華基督教會拔臣小學,828672.7,815773.2,"28 CASTLE PEAK ROAD, SAN HUI TUEN MUN NEW TERRITORIES",新界屯門新墟青山公路28號,24596221,24400266,,,http://www.butsan.edu.hk
Aided Primary Schools,資助小學,SKH MA ON SHAN HOLY SPIRIT PRIMARY SCH,聖公會馬鞍山主風小學,829754,840740,35 NING TAI ROAD MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山寧泰路35號,26048487,26309855,,,http://www.skhmoshs.edu.hk
Aided Primary Schools,資助小學,PO KOK PRIMARY SCHOOL,寶覺小學,814289,837122,11-15 SHAN KWONG ROAD HONG KONG,香港山光道11-15號,25737911,25724364,,,http://www.pokokps.edu.hk/
Aided Primary Schools,資助小學,PING SHEK ESTATE CATHOLIC PRIMARY SCHOOL,坪石天主教小學,821676,839738,ESTATE SCHOOL NO 1 PING SHEK ESTATE KWUN TONG KOWLOON,九龍觀塘坪石?屋?小學第一校舍,23212988,23260950,,,http://www.psec.edu.hk
Aided Primary Schools,資助小學,TAI PO METHODIST SCHOOL,大埔循道衛理小學,835236,836095,10 TUNG LEUNG ROAD TAI PO NEW TERRITORIES,新界大埔棟樑路10號,26622011,26678035,,,http://www.tpms.edu.hk
Aided Primary Schools,資助小學,JORDAN VALLEY ST. JOSEPH'S CATHOLIC PRIMARY SCHOOL,佐敦谷聖若瑟天主教小學,821069,840076,80 CHOI HA ROAD KOWLOON,九龍彩霞道80號,23050061,23053005,,,http://www.jvsj.edu.hk/
Aided Primary Schools,資助小學,PAK TIN CATHOLIC PRIMARY SCHOOL,白田天主教小學,822089,835425,BLK 3 PAK TIN ESTATE SHAMSHUIPO KOWLOON,九龍深水?白田?3座,27761423,27766201,,,http://www.paktin.edu.hk
Aided Primary Schools,資助小學,CNEC LUI MING CHOI PRIMARY SCHOOL,中華傳道會呂明才小學,824820,828525,CHEUNG FAT ESTATE TSING YI NEW TERRITORIES,新界青衣長發?,24977557,24357445,,,http://www.cneclmc.edu.hk
Aided Primary Schools,資助小學,TSUEN WAN CATHOLIC PRIMARY SCHOOL,荃灣天主教小學,825552,830322,37-41 TAK WAH STREET TSUEN WAN NEW TERRITORIES,新界荃灣德華街37-41號,24923460,24926395,,,http://www.twcps.edu.hk
Aided Primary Schools,資助小學,STFA HO YAT TUNG PRIMARY SCHOOL,順德聯誼總會何日東小學,827828,815379,ESTATE PRIMARY SCHOOL NO 5 YAU OI ESTATE AREA 15 TUEN MUN NEW TERRITORIES,新界屯門第15區友愛?屋?小學第5號,,,,,
